id,Title,Content,Post Type,Langues,Thématiques,Utilisateurs,Écoles,Status
2464,When will I receive my grades? ,"Once ready, your grades will be updated on your student portal.",question,English,Academic Office,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2465,What is the procedure if I need a 30% additional time?,You have to discuss with the department's disability advisor and provide the necessary medical documents.,question,English,Academic Office,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2466,Is there a deadline to declare my need of additional time?,You can declare it at the beginning of each semester.,question,English,Academic Office,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2467,Can an internship start before the internship period ?,"Your internship can't begin on the date indicated in your calendar. The only exception at ESILV : A5 students in semester 9 abroad can start their internship at the end of their semester. At EMLV, this exception extends to the 3rd year abroad internship when the first semester of the 3rd year is an exchange semester. The same explanation applies the other way round: the Ministry of Higher Education prohibits internships outside periods identified as such in the academic calendar. This does not apply when your academic year takes place abroad (an exchange semester and an internship semester), as local regulations apply.",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2468,What is the deadline to complete my internship?,"Depending on your year, a maximum and minimum duration are indicated in your calendar. Legally, an internship cannot exceed 6 months. If you started your end-of-studies internship late, subject to re-registration, you may complete it after August 31, without exceeding the deadline for preparing and sitting on the diploma jury (please contact your school: scolarité-emlv@devinci.fr or scoalrite-esilv@devinci.fr).",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2469,What are the expectations at the end of the internship?,"For the A2 compulsory internship, you must submit an internship report, plus complete a defense for the mandatory internships in A4 and A5.",question,English,Internship,faculty-en|staff-en|student-en,ESILV,publish
2470,"I am at the end of my course (S11 / A6), what should I do to prepare for the internship defense?","You must contact your school tutor (on the portal, internship section) and organise a remote defense between the two of you.",question,English,Internship,faculty-en|staff-en|student-en,ESILV,publish
2471,Are CDD (fixed term contract) / CDI (permanent contract) / VIE (international company volunteering) accepted?,"The CDD/CDI (fixed-term / permanent contracts) and VIE are a possible alternative to internship agreements, subject to the acceptance of your assignments by your major supervisor/year advisor, and subject to the company's agreement to evaluate you and assign you a tutor within the company to supervise your work.",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2472,Where can I find VIE offers?,The main website is https://mon-vie-via.businessfrance.fr/offres. You can find them at https://www.pole-emploi.fr/international/mobilite-internationale.html as well as on corporate career sites.,question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2473,"My agreement is signed, how can I modify it?","In this case, initiate a request via the internship platform and the comment tab. Please note that each modification request will trigger the edition of a rider and will require once again the signature of all three parties: student, company and school.",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2474,"My agreement is not signed by all three parties, how can I change it?",You must (you or the company) refuse the signature so that we can proceed to the requested modifications. Please specify all the changes you wish to make in the comment section.,question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2475,What is the minimum gratification for an internship lasting more than 2 months?,"As of January 1, 2023, the legal minimum gratification is 4,05 euros per hour.",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2476,What is the minimum gratification for an internship lasting less than 2 months?,There is no legal minimum for an internship of less than 2 month.,question,English,Internship,faculty-en|staff-en|student-en,ESILV,publish
2477,Is the internship compulsory in the first year?,"The internship is optional for first year students, however it can be an opportunity to familiarise yourself with the business world (ESILV). The internship is compulsory for first year students (EMLV).",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2478,Can I do an internship abroad?,"Yes, in this case an agreement is required, but the law of the country will apply to the terms of the internship.",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2479,Can I do a full remote internship?,Full company immersion with regular support from a tutor is necessary.,question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2480,What should I do in case of absences?,In case of absence you must inform the company and the school.,question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2481,What happens if I don't find an internship?,"The school provides several means (forum, soft skills courses, offers,...). If you encounter some difficulties, you should contact your major/specialization supervisor and the career center. Eventually, if your search is unsuccessful, you will have to re-enrol at the end of your course to complete the necessary duration of the internship in a company.",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2482,Can I start my internship without the signed agreement?,"Legally, it is forbidden to start an internship without the agreement being signed beforehand by all three parties. This puts you (and the company) in an untenable situation in the event of an accident at work (or on the way to work).",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2483,Can I obtain several internship agreements during the same academic year?,"Only one agreement is issued per student per year, except in the case of a gap year when it is possible to obtain two.",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2484,Who validates the assignments of my internship?,Your major/specialization supervisor or year supervisor.,question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2485,What is the procedure in order to obtain an agreement?,You will find the agreement application form on your platform.,question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2486,"My company wishes to publish its own internship agreement, is this possible?","If your company does not accept the school's agreement, it can issue its own. Please do not forget to mention this beforehand when entering your application.",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2487,Which documents are required for an internship abroad?,"Before your internship abroad, you must provide the school with a certificate of civil liability and repatriation insurance with your name and surname covering the duration of the internship.",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2488,How long does it take to get my agreement?,"In general, it takes one week to process a complete application. Take this information into account when determining your starting date with the company.",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2489,What is the procedure if I wish to terminate my internship?,"The agreements are tripartite contracts. The student must discuss this beforehand with his/her major / specialization supervisor and see how to arrange the situation. If no arrangement is found, the company must confirm its agreement to leave by email, sent directly to the school scolarite-emlv@devinci.fr or scolarite-esilv@devinci.fr",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2490,I'm repeating a year and I've already validated my internship. Do I have to do it again if I'm repeating a year?,This is specified by the grading jury at the end of the academic year.. The answer may vary from course.,question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2491,"In 3rd year, can I do the exchange and internship in the same country?","Yes, it's possible. The exchange semester that generally precedes the internship semester can be an opportunity to prospect locally.",question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2492,Where can I find a list of countries that are unsafe for internships?,The reference site: https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/. Please note that the school will not validate an internship in an unfavorable destination.,question,English,Internship,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2493,"What is the ""attestation de reponsabilité civile"" (certificate of civil liability)?","A certificate of personal civil liability provides proof to an organisation that the person they are going to host is covered in case of damage to a third party. In general, the civil liability certificate that you are asked to provide is attached to your home insurance. It must be in your first and last name and cover the period of your internship.",question,English,Internship,faculty-en|staff-en|student-en,ESILV,publish
2494,You would like to I declare a disability? or renew your adjustments?,You must contact the pole's disability advisor via handi@devinci.fr. There is an open office every tuesday and thursday from 2:00pm to 5:00pm. Room I402 (4th floor of the learning center),question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2495,Where can I go if I have a Health problem?,"The infirmary is located in room E200, it is open every tuesday, wednesday and thursday from 9:00am to 12:30pm and every wednesday afternoon from 2:00pm to 4:30pm.",question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2496,In case of a medical emergency who should I contact at the Leonard de Vinci pole?,"Whether it is vital or not, call pole security at 01 41 16 72 00. The pole security will contact the SAMU directly.",question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2497,you need to see or talk to a psychologist,"A psychologist is present every thursday at the pole from 2:00pm to 5:00 pm, room E200 or you can call 0 800 730 891 for free on line anonymous consultation.",question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2498,What do I do if I am victim or witness of harassment or sexist and sexual violence?,"Please contact your school supervisor, the nurse and/or psychological helpline. You can also report the fact directly on www.leonarddevinci.signalement.net",question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2499,Is there a cafeteria in the pole?,Food areas with microwaves and vending machines are available to students on all our campus,question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2500,Does the pole offer housing?,"Our partner studapart, a housing plateform offers several types of housing with some reserved spots.",question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2501,"If I lose something at the centre, who should I contact?","You should ask at  the security desk at the entrance of the pole. You can also post a yammer message in the ""lost property"" group.",question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2502,"If I notice any damage, who should I contact?",You can contact: sg@devinci.fr,question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2503,"If a classroom is too hot or not hot enough, who should I contact?",You can contact: sg@devinci.fr,question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2504,"If I find an item, who should I bring it to?","You can post on Yammer and drop the item to the ""Scolarité""/Education Department",question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2505,"From which projects can I be exempted if I am ""Grand Associatif""/active member of an association?","The Direction of Associative Life takes the decision at the beginning of each year, according to your mandates.",question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2506,What are the opening hours of the sport halls at the Pole,Sport halls are available to students free of charge outside the Pole's closing period : Monday and Wednesday: from 12:15pm to 2pm and from 5:30pm to 7:15pm Tuesday and Friday: 11:30am to 3pm and 5:30pm to 7:15pm,question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2507,Where is the sport department?,The sports department is located on the 4th Floor of the Learning Center: office I.401. Email : sports@devinci.fr. Celine GRAET: 01.81.00.27.38,question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2508,"I have a sport exemption, what should I do?","You must email your certificate to sports@devinci.fr. If it is a long-term exemption, you will no longer have sport. If it is a short-term exemption, your absences from sport over this period will be excused over the period mentioned.",question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2509,"I am a high-level athlete, what are my adjustments?",Please contact Céline Graet : celine.graet@devinci.fr,question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2510,Do you need tutoring? Where can you find it?,"Leo Learning, the solidarity tutoring association, organizes individual support courses and weeks of collective revisions before the exams. Registration on the leolearning.fr platform with LeoID identifiers.",question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2511,How to join a student association?,The contacts the 60 student associations boards are listed on the Student Life website on the portal. Two recruitment highlights in the year : an association fair organized in September and January. Several associations recruit throughout the year. Link: https://devinci.sharepoint.com/sites/VAS/SitePages/La-Vie-Associative.aspx?web=1,question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2512,How to create a student association?,Make sure it doesn't already exist. And inform the Student life of the creation project by email: vie.associative@devinci.fr,question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2513,Is there a buddy system?,Each school club set up a sponsorship system at the start of the year to facilitate the integration of new students. Links : venivididevinci@devinci.fr ; iimpact@devinci.fr ; vincisquad@devinci.fr,question,English,Student Experience,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2524,Quelles sont les horaires et jours d'ouverture de la salle de sport ?,"Tous les jours exceptés les jeudis, les jours fériés, le week-end et pendant les vacances scolaires. 12h15 - 14h00 et 17h30 - 19h15",question,Français,Vie étudiante>Sports,staff|student,EMLV|ESILV|IIM,publish
2527,Comment se rendre aux différents campus ?,"<ul>  	<li><strong>PARIS</strong> <ul>  	<li>Campus du Pôle Léonard de Vinci : 12 Avenue Léonard de Vinci, 92400 Courbevoie</li>  	<li>Campus de l’Arche : 47 boulevard de Pesaro, 92000 Nanterre</li>  	<li>Campus des Terrasses : 32 rue des 3 Fontanot, 92000 Nanterre</li>  	<li>Campus Cyber : 5-7 rue Bellini, 92800 La Défense</li> </ul> </li>  	<li><strong>NANTES </strong> <ul>  	<li> Campus de la Chantrerie : 9 Rue Alfred Kastler, 44300 Nantes</li> </ul> </li> </ul>",question,Français,Scolarité>Accès,anonymous|faculty|staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2541,Définition des Soft Skills,"Ce sont des compétences humaines et des qualités personnelles, liées par exemple à notre façon de penser et d’appréhender le monde, comme à nos émotions et à nos relations avec les autres , ainsi qu’à nos modes d’action et de décision . Les « softs kills » sont valorisés dans le monde professionnel , en complément des « hard skills » que sont les connaissances et savoir-faire scientifiques et techniques. <blockquote>L’objectif est de proposer aux étudiants de l’EMLV, de l’ESILV et de l’IIM un critère de différenciation supplémentaire, par rapport à d’autres candidats de même profil technique.</blockquote>",question,Français,Soft Skills,staff|student,EMLV|ESILV|IIM,publish
2545,"Je suis positif/ve Covid, que dois je faire?","<div id=""question-1"" class=""panel-heading "" role=""tab"">Depuis le 1er février 2023, l’isolement n’est plus systématique. Il est néanmoins recommandé de privilégier le travail en distanciel, quand c’est possible, de continuer à respecter les gestes barrières et d’éviter tout contact avec des personnes fragiles.</div> <div id=""answer-1"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-1""> <div class=""panel-body""> Les symptômes du Covid-19 disparaissent en quelques jours avec du repos. En attendant, vous devez surveiller votre santé et l’aggravation de vos symptômes. <ul>  	<li><strong>S</strong><strong>i vous êtes une personne fragile</strong> : consultez rapidement votre médecin, il pourra vous prescrire un traitement contre le virus en comprimés.</li>  	<li><strong>En cas de doute ou de symptôme inhabituels, </strong>consultez votre médecin traitant.</li>  	<li><strong>Si vous avez des difficultés à respirer, contactez immédiatement le 15.</strong></li> </ul> </div> </div>",question,Français,Vie étudiante>Santé,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2547,"I tested positive for COVID-19, what should I do?","<div id=""question-1"" class=""panel-heading "" role=""tab"">Since February 1, 2023, isolation is no longer mandatory. However, it is still recommended to prioritize remote work whenever possible, to continue practicing social distancing measures, and to avoid contact with vulnerable individuals.</div> <div id=""answer-1"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-1""> <div class=""panel-body""> COVID-19 symptoms typically resolve within a few days with rest. In the meantime, you should monitor your health and any worsening of your symptoms. If you are a vulnerable individual: promptly consult your doctor, who can prescribe antiviral medication in pill form. If you have any doubts or experience unusual symptoms, consult your primary care physician. If you have difficulty breathing, immediately contact 911 (or the emergency number in your region)."" Please note that emergency numbers may vary by country or region, so it's important to replace ""15"" with the appropriate emergency number for your location if necessary. </div> </div>",question,English,Student Experience>Health,staff-en|student-en,EMLV|ESILV,publish
2549,Defining Soft Skills,"These are human skills and personal qualities, linked, for example, to our way of thinking and understanding the world, our emotions and our relationships with others, as well as our modes of action and decision-making. Soft skills' are valued in the professional world as a complement to 'hard skills', i.e. scientific and technical knowledge and know-how. The aim is to offer EMLV, ESILV and IIM students an additional criterion for differentiation from other candidates with the same technical profile.",question,English,Languages,staff-en|student-en,EMLV|ESILV,publish
2550,"COVID -Je suis cas contact avec une personne testée positive, que dois-je faire ?","<div id=""question-2"" class=""panel-heading "" role=""tab"">Vérifié le 01 février 2023 - Direction de l'information légale et administrative (Première ministre)</div> <div id=""answer-2"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-2""> <div class=""panel-body""> <div id=""intro"" class=""sp-entete-etape fr-mb-6w"" aria-hidden=""false""> <p class=""fr-text--lg"">Vous avez été <strong>en contact</strong> avec une <strong>personne qui vient d'être testée positive</strong> à la <strong>Covid-19</strong>. ?</p> <p class=""fr-text--lg""><b>Doit-on s'isoler?</b></p> </div> <div class=""sp-chapter"" data-test=""div-chapter""> <div id=""fiche-item-1"" class=""fiche-item-content sp-chapter-collapse collapse show"" aria-labelledby=""fiche-item-aria-1"" aria-hidden=""false""> <div class=""sp-chapter-content""> <p data-test=""contenu-texte"">Non, vous n'avez pas l'obligation de vous isoler.</p> <p data-test=""contenu-texte"">Toutefois, il est recommandé :</p> <ul class=""sp-item-list"">  	<li>de respecter les gestes barrières</li>  	<li>et d'éviter tout contact avec des personnes fragiles.</li> </ul> <b>Doit-on faire un test de dépistage ?</b> </div> </div> </div> <div class=""sp-chapter"" data-test=""div-chapter""> <div class=""fiche-item-title""> <h2 class=""sp-chapter-title""><strong style=""font-size: 16px"">Depuis le 1<sup>er</sup> février 2023</strong><span style=""font-size: 16px"">, si vous avez été en contact avec une personne testée positive à la Covid-19, vous n'avez plus l'obligation de réaliser un test de dépistage (autotest, RT-PCR ou test antigénique) au bout de 2 jours.</span></h2> </div> </div> <div id=""fiche-item-2"" class=""fiche-item-content sp-chapter-collapse collapse show"" aria-labelledby=""fiche-item-aria-2"" aria-hidden=""false""> <div class=""sp-chapter-content""> <p data-test=""contenu-texte"">Toutefois, <strong>le <a href=""https://www.service-public.fr/particuliers/vosdroits/F35262"">test de dépistage</a> est recommandé</strong>, notamment si vous constatez l'apparition de symptômes (maux de tête, température, etc.).</p> <div class=""fr-highlight fr-my-4w fr-ml-0"" data-test=""citation""> <p class=""fr-text--bold"">Rappel:</p> Si le résultat de votre test est <a href=""https://www.service-public.fr/particuliers/vosdroits/F36403"">positif à la Covid-19</a>, il est <strong>recommandé </strong>de vous isoler et de prévenir vos proches. Depuis le 1<sup>er</sup> février 2023, le service géré par l'Assurance maladie, qui permettait de prévenir les personnes avec lesquelles vous aviez été en contact, n'est plus actif. </div> </div> </div> </div> </div>",question,Français,Vie étudiante>Santé,staff|student,EMLV|ESILV|IIM,publish
2551,"COVID - I am in contact with someone who has tested positive, what should I do?","<div id=""question-2"" class=""panel-heading "" role=""tab"">Verified on February 1, 2023 - Directorate of Legal and Administrative Information (Prime Minister's Office)</div> <div id=""answer-2"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-2""> <div class=""panel-body""> <div class=""flex flex-grow flex-col gap-3 max-w-full""> <div class=""min-h-[20px] flex flex-col items-start gap-3 overflow-x-auto whitespace-pre-wrap break-words""> <div class=""markdown prose w-full break-words dark:prose-invert light""> You have been in contact with someone who has recently tested positive for COVID-19. <b>Do you need to isolate?</b> You are not obligated to isolate. However, it is recommended: <ul>  	<li>To observe social distancing measures.</li>  	<li>And to avoid contact with vulnerable individuals.</li> </ul> <b>Do you need to get tested?</b> As of February 1, 2023, if you have been in contact with a person who tested positive for COVID-19, you are no longer required to undergo a testing (self-test, RT-PCR, or antigen test) after 2 days. Nevertheless, testing is recommended, especially if you experience the onset of symptoms (headaches, fever, etc.). Reminder: If your test result is positive for COVID-19, it is recommended to isolate yourself and inform your close contacts. Since February 1, 2023, the service managed by the Health Insurance, which used to notify individuals you had been in contact with, is no longer active </div> </div> </div> </div> </div>",question,English,Student Experience>Health,staff-en|student-en,EMLV|ESILV,publish
2552,"COVID -J’ai les symptômes, que dois-je faire ?","<div id=""question-3"" class=""panel-heading "" role=""tab"">Si vous ressentez des symptômes d’infection respiratoire aigüe (fièvre, toux, essoufflement, courbature, fatigue, perte du goût ou de l’odorat…), vous devez :</div> <div id=""answer-3"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-3""> <div class=""panel-body""> <strong>1 –</strong> <strong>Réaliser un test de dépistage</strong> Depuis le 1er mars 2023, l’Assurance maladie prend en charge une partie des frais liés aux tests de dépistage (antigénique et RT-PCR) du Covid-19 de tous ses assurés sans prescription, par le biais d’un ticket modérateur. &nbsp; <strong>2 –</strong> <strong>Respecter les gestes barrières</strong> <ul>  	<li>Porter un masque. Le masque FFP2 est recommandé pour les publics les plus fragiles.</li>  	<li>Se laver régulièrement les mains à l’eau et au savon.</li>  	<li>Aérer les pièces.</li>  	<li>Limiter les contacts en particulier avec les personnes fragiles et à risque de formes graves.</li> </ul> </div> </div>",question,Français,Vie étudiante>Santé,staff|student,EMLV|ESILV|IIM,publish
2553,"COVID - I have the symptoms, what should I do?","<div id=""question-3"" class=""panel-heading "" role=""tab""></div> <div id=""answer-3"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-3""> <div class=""panel-body""> <div class=""flex flex-grow flex-col gap-3 max-w-full""> <div class=""min-h-[20px] flex flex-col items-start gap-3 overflow-x-auto whitespace-pre-wrap break-words""> <div class=""markdown prose w-full break-words dark:prose-invert light""> If you experience symptoms of acute respiratory infection (fever, cough, shortness of breath, body aches, fatigue, loss of taste or smell, etc.), you should: <ol>  	<li><b>Take an antigen test, a self-test, or an RT-PCR test.</b>To find testing locations in Île-de-France, visit sante.fr. To learn more about the different types of tests and their coverage.</li> </ol> Since March 1, 2023, Health Insurance covers a portion of the testing expenses (antigen and RT-PCR) for COVID-19 for all its insured individuals without a prescription, through a co-payment system. <ol start=""2"">  	<li><b>Adhere to the preventive measures</b>Wear a mask. FFP2 masks are recommended for the most vulnerable populations. Wash your hands regularly with soap and water. Ventilate indoor spaces. Limit close contacts, especially with vulnerable individuals and those at risk of severe illness.</li> </ol> </div> </div> </div> </div> </div>",question,English,Student Experience>Health,staff-en|student-en,EMLV|ESILV,publish
2554,"COVID - Un camarade de ma classe m’a dit qu’il était positif , que dois-je faire ?","<div id=""question-4"" class=""panel-heading "" role=""tab""></div> <div id=""answer-4"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-4""> <div class=""panel-body""> <p class=""sp-text--gray fr-text--xs"" data-test=""date-maj"">Vérifié le 01 février 2023 - Direction de l'information légale et administrative (Première ministre)</p> <div id=""intro"" class=""sp-entete-etape fr-mb-6w"" aria-hidden=""false""> <p class=""fr-text--lg"">Vous avez été <strong>en contact</strong> avec une <strong>personne qui vient d'être testée positive</strong> à la <strong>Covid-19</strong>. ?</p> <p class=""fr-text--lg""><b>Doit-on s'isoler?</b></p> </div> <div id=""expired"" aria-hidden=""false"" data-test=""div-content-fiche""> <div class=""sp-chapter-intro fr-mb-3w""> <div class=""sp-chapter-intro-btn rs_skip""></div> </div> </div> <div class=""sp-chapter"" data-test=""div-chapter""> <div class=""fiche-item-title""> <h2 class=""sp-chapter-title""></h2> </div> </div> <div class=""sp-chapter"" data-test=""div-chapter""> <div id=""fiche-item-1"" class=""fiche-item-content sp-chapter-collapse collapse show"" aria-labelledby=""fiche-item-aria-1"" aria-hidden=""false""> <div class=""sp-chapter-content""> <p data-test=""contenu-texte"">Vous n'avez pas l'obligation de vous isoler.</p> <p data-test=""contenu-texte"">Toutefois, il est recommandé :</p> <ul class=""sp-item-list"">  	<li>de respecter les gestes barrières</li>  	<li>et d'éviter tout contact avec des personnes fragiles.</li> </ul> <b>Doit-on faire un test de dépistage ?</b> </div> </div> </div> <div class=""sp-chapter"" data-test=""div-chapter""> <div class=""fiche-item-title""> <h2 class=""sp-chapter-title""></h2> </div> </div> <div id=""fiche-item-2"" class=""fiche-item-content sp-chapter-collapse collapse show"" aria-labelledby=""fiche-item-aria-2"" aria-hidden=""false""> <div class=""sp-chapter-content""> <p data-test=""contenu-texte""><strong>Depuis le 1<sup>er</sup> février 2023</strong>, si vous avez été en contact avec une personne testée positive à la Covid-19, vous n'avez plus l'obligation de réaliser un test de dépistage (autotest, RT-PCR ou test antigénique) au bout de 2 jours.</p> <p data-test=""contenu-texte"">Toutefois, <strong>le <a href=""https://www.service-public.fr/particuliers/vosdroits/F35262"">test de dépistage</a> est recommandé</strong>, notamment si vous constatez l'apparition de symptômes (maux de tête, température, etc.).</p> <div class=""fr-highlight fr-my-4w fr-ml-0"" data-test=""citation""> <p class=""fr-text--bold"">Rappel:</p> Si le résultat de votre test est <a href=""https://www.service-public.fr/particuliers/vosdroits/F36403"">positif à la Covid-19</a>, il est <strong>recommandé </strong>de vous isoler et de prévenir vos proches. Depuis le 1<sup>er</sup> février 2023, le service géré par l'Assurance maladie, qui permettait de prévenir les personnes avec lesquelles vous aviez été en contact, n'est plus actif. </div> </div> </div> </div> </div>",question,Français,Vie étudiante>Santé,staff|student,EMLV|ESILV|IIM,publish
2555,"COVID - A classmate told me that he tested positive, what should I do?","<div id=""question-4"" class=""panel-heading "" role=""tab""></div> <div id=""answer-4"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-4""> <div class=""panel-body""> Verified on February 1, 2023 - Directorate of Legal and Administrative Information (Prime Minister's Office) You have been in contact with someone who has recently tested positive for COVID-19. Do you need to isolate? You are not obligated to isolate. However, it is recommended: <ul>  	<li>To observe social distancing measures.</li>  	<li>And to avoid contact with vulnerable individuals.</li> </ul> Do you need to get tested? As of February 1, 2023, if you have been in contact with a person who tested positive for COVID-19, you are no longer required to undergo a testing (self-test, RT-PCR, or antigen test) after 2 days. Nevertheless, testing is recommended, especially if you experience the onset of symptoms (headaches, fever, etc.). Reminder: If your test result is positive for COVID-19, it is recommended to isolate yourself and inform your close contacts. Since February 1, 2023, the service managed by the Health Insurance, which used to notify individuals you had been in contact with, is no longer active. </div> </div>",question,English,Student Experience>Health,staff-en|student-en,EMLV|ESILV,publish
2556,"COVID - Je suis alternant, quelles sont les consignes pour moi ?","<p style=""font-weight: 400""></p> Quand je suis en période de cours au Pôle :Les directives sanitaire que je sois cas confirmé, cas contact ou cas symptomatique sont les mêmes que pour un étudiant non alternant : je me réfère aux items de la FAQ qui me concernent. Si je suis en arrêt de travail, je suis noté absent et ne peux participer aux évaluations de cours. L’absence sera notifiée dans mon relevé d’absences  et le certificat enregistré dans mon dossier. Quand je suis en période entreprise :Je suis salarié de mon entreprise, j’en suis les règles ; qui peuvent donc différer d’une structure à l’autre. Je me rapproche de mon manager pour avoir les consignes à suivre.Dans le cas où la procédure de votre entreprise diffère de celle du Pôle. Vous devez mettre en place celle de votre entreprise.",question,Français,Vie étudiante>Santé,staff|student,EMLV|ESILV|IIM,publish
2557,"COVID -I'm a work-study student, what are the instructions for me?","<div id=""question-6"" class=""panel-heading "" role=""tab""></div> <div id=""answer-6"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-6""> <div class=""panel-body""> &nbsp; When you are in class at the Pole: <dl>  	<dd>The health guidelines whether you are a confirmed case, a contact case or a symptomatic case are the same as for a non-rotating student: you refer to the items in the FAQ that concern you.</dd> </dl> &nbsp; &nbsp; <dl>  	<dd>If I am off work, I will be marked absent and will not be able to participate in the course evaluations. The absence will be notified in my absence statement and the certificate will be registered in my file.</dd>  	<dt>When you are on a business trip:</dt>  	<dd>You are an employee of your company, you follow the rules, which may differ from one structure to another. You approach your manager to get the instructions to follow.</dd> </dl> &nbsp; &nbsp; <dl>  	<dd>If your company's procedure differs from that of the Pôle. You must implement your company's procedure.</dd> </dl> </div> </div>",question,English,Student Experience>Health,staff-en|student-en,EMLV|ESILV,publish
2558,"COVID - Je suis étudiant, je suis cas positif, contact ou symptomatique, qui dois-je contacter ?","<div id=""answer-6"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-6""> <div class=""panel-body""> Vous pouvez rédiger un mail à la scolarité de votre école : Scolarité EMLV : scolaremlv@devinci.fr Scolarité ESILV : scolarite-esilv@devinci.fr Scolarité IIM : scolariteiim@devinci.fr et mettre en copie Elena Niati (Référente santé / infirmière du Pôle) : elena.niati@devinci.fr si besoin de réévaluer votre cas clinique ultérieurement. </div> </div>",question,Français,Vie étudiante>Santé,staff|student,EMLV|ESILV|IIM,publish
2559,"COVID - I am a student, I am a confirmed case, a contact case or a symptomatic case, who should I contact?","<div id=""question-5"" class=""panel-heading "" role=""tab"">You can send an e-mail to your school's registrar:</div> <div id=""answer-5"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-5""> <div class=""panel-body""> EMLV School: scolaremlv@devinci.fr ESILV School: scolarite-esilv@devinci.fr IIM School: scolariteiim@devinci.fr and send a copy to Elena Niati (Health referent / Pôle nurse): elena.niati@devinci.fr if you need to reassess your clinical case later. </div> </div>",question,English,Student Experience>Health,staff-en|student-en,EMLV|ESILV,publish
